CP011972_ncRNA_119433_119810_fwd,359
CP011972_ncRNA_119724_119882_rev,359
CP011972_ncRNA_170583_170708_rev,52
CP011972_ncRNA_290612_290857_fwd,161
CP011972_ncRNA_320205_320563_fwd,30
CP011972_ncRNA_322030_322306_fwd,951
CP011972_ncRNA_474747_474938_fwd,84
CP011972_ncRNA_474957_475394_rev,2886
CP011972_fwdCDS_739233_739548_rev,189
CP011972_ncRNA_743622_743984_fwd,93
CP011972_ncRNA_745275_745542_rev,709
CP011972_ncRNA_760028_760267_fwd,191
CP011972_ncRNA_768152_768370_fwd,281
CP011972_ncRNA_806901_807143_fwd,69
CP011972_ncRNA_886333_886638_fwd,72
CP011972_ncRNA_905019_905228_fwd,231
CP011972_ncRNA_1226178_1226468_fwd,199
CP011972_ncRNA_1300899_1301216_rev,643
CP011972_ncRNA_1324562_1324681_fwd,267
CP011972_ncRNA_1456361_1456660_fwd,134
CP011972_ncRNA_1494687_1495064_rev,396
CP011972_ncRNA_1718052_1718210_fwd,66
CP011972_ncRNA_1752191_1752476_fwd,142
CP011972_ncRNA_1766902_1767068_rev,117
CP011972_ncRNA_1766907_1767062_fwd,117
CP011972_ncRNA_1849920_1850097_rev,104
CP011972_ncRNA_1897172_1897363_fwd,17
CP011972_ncRNA_1900868_1901148_fwd,280
CP011972_ncRNA_1901261_1901639_rev,1209
CP011972_ncRNA_1904241_1904570_fwd,2595
CP011972_ncRNA_2035568_2035765_fwd,290
CP011972_ncRNA_2294607_2294819_rev,216
CP011972_ncRNA_2397801_2398064_fwd,131
CP011972_ncRNA_2433675_2433899_rev,70
CP011972_ncRNA_2537900_2538235_fwd,180
CP011972_ncRNA_2569431_2569763_fwd,187
CP011972_ncRNA_2622176_2622307_fwd,91
CP011972_ncRNA_2653071_2653331_rev,14
CP011972_ncRNA_2730713_2730964_fwd,66
CP011972_ncRNA_2898578_2898736_fwd,183
CP011972_ncRNA_3131669_3131911_fwd,365
CP011972_ncRNA_3188204_3188377_fwd,276
CP011972_ncRNA_3219768_3219971_rev,1185
CP011972_ncRNA_3260267_3260449_fwd,177
CP011972_ncRNA_3285249_3285470_rev,105
CP011972_ncRNA_3397111_3397361_rev,59
CP011972_ncRNA_3532451_3532642_fwd,68
CP011972_ncRNA_3536734_3537003_rev,69
CP011972_ncRNA_3765999_3766298_rev,122
CP011972_ncRNA_4231019_4231262_rev,804
CP011972_ncRNA_4231021_4231215_rev,804
CP011972_ncRNA_4470964_4471188_fwd,354
CP011972_ncRNA_4634388_4634555_rev,490
CP011972_ncRNA_4663968_4664124_rev,194
CP011972_ncRNA_5040669_5040833_rev,509
CP011972_ncRNA_5148068_5148376_fwd,265
CP011972_ncRNA_5306571_5306972_fwd,135
CP011972_ncRNA_5377254_5377679_rev,355
CP011972_ncRNA_5438181_5438417_rev,1361
CP011972_ncRNA_5459360_5459656_fwd,15682
CP011972_ncRNA_5459703_5459897_fwd,320
CP011972_ncRNA_5469984_5470208_fwd,64778
CP011972_ncRNA_5827137_5827361_fwd,37
CP011972_ncRNA_5953317_5953616_rev,71
CP011972_ncRNA_5958143_5958344_rev,1701
CP011972_ncRNA_6013104_6013277_rev,524
CP011972_ncRNA_6049539_6049688_fwd,43
CP011972_ncRNA_6082989_6083300_rev,91
CP011972_ncRNA_6513384_6513635_rev,91
CP011973_ncRNA_21610_21774_rev,43
CP011973_ncRNA_30286_30528_rev,321
CP011973_ncRNA_48867_49061_fwd,393
CP011973_ncRNA_61080_61307_fwd,522
CP011973_ncRNA_61084_61315_rev,522
