#Position (bp)	Coverage
11243.5	146.70768478164192
33729.5	89.29409410299742
56215.5	100.13221560081828
78701.5	115.60455394467668
101187.5	75.01062883572
123673.5	85.72031486258116
146159.5	106.21551187405497
168645.5	111.6058436360402
191131.5	90.78662278751223
213617.5	110.85942364137685
236103.5	99.69874588632928
258589.5	99.84456995463844
281075.5	145.4667793293605
303561.5	114.37049719825669
326047.5	92.22889798096594
348533.5	92.30298852619407
371019.5	138.93489282220048
393505.5	110.15049364048741
415991.5	95.5475851641021
438477.5	123.54869696700169
460963.5	105.50640398470159
483449.5	160.04918616027751
505935.5	105.00756025971715
528421.5	94.46508938895313
550907.5	92.26247442853331
573393.5	115.98092146224317
595879.5	98.4263097038157
618365.5	105.31704171484479
640851.5	196.36502712799074
663337.5	90.7968069020724
685823.5	112.8638263808592
708309.5	114.62038601796674
730795.5	108.08965578582229
753281.5	106.0042248510184
775767.5	92.0297963177088
798253.5	112.6822022591835
820739.5	94.87903584452549
843225.5	88.58418571555634
865711.5	97.0289958196211
888197.5	98.39540158320733
910683.5	116.32553588899759
933169.5	147.24268433692075
955655.5	116.21471137596727
978141.5	110.98994930178777
1000627.5	116.954816330161
1023113.5	115.01778884639332
1045599.5	108.33162856888731
1068085.5	99.28426576536512
1090571.5	137.12029707373478
1113057.5	99.55154318242462
1135543.5	93.35119629991995
1158029.5	94.81664146580094
1180515.5	121.63270479409411
1203001.5	116.97847549586409
1225487.5	100.39562394378724
1247973.5	93.99737614515699
1270459.5	102.01325269056302
1292945.5	90.60415369563283
1315431.5	106.58276260784488
1337917.5	80.07702570488304
1360403.5	97.1141154496131
1382889.5	96.07489104331584
1405375.5	122.89802543805034
1427861.5	107.85457618073468
1450347.5	103.76429778528862
1472833.5	135.67210708885528
1495319.5	91.43266921640132
1517805.5	94.64248865961042
1540291.5	102.39273325624833
1562777.5	122.84461442675442
1585263.5	97.05332206706395
1607749.5	88.44587743484836
1630235.5	102.92537578938006
1652721.5	97.21208752112426
1675207.5	91.06870941919416
1697693.5	115.01832251178512
1720179.5	93.80756915414035
1742665.5	92.69056301698835
1765151.5	90.46575647069288
1787637.5	93.59912834652673
1810123.5	118.8773903762341
1832609.5	105.76074001600996
1855095.5	97.60104064751401
1877581.5	79.69380948145513
1900067.5	97.15436271457796
1922553.5	103.54540603041893
1945039.5	97.71564529040292
1967525.5	78.59757182246732
1990011.5	102.13861958551988
2012497.5	91.03135284176821
2034983.5	142.9808769901272
2057469.5	93.09085653295384
2079955.5	100.14591301254114
2102441.5	98.61371520056925
2124927.5	99.27123543538201
2147413.5	110.88330516765988
2169899.5	129.48683625366894
2192385.5	98.93333629814107
2214871.5	98.41150048919327
2237357.5	93.25028906875389
2259843.5	87.22071511162501
