#Position (bp)	Coverage
12686.5	156.55541541857164
38058.5	90.00926217877976
63430.5	83.645514740659
88802.5	95.37415260917547
114174.5	91.16557622576069
139546.5	122.59080876556834
164918.5	89.51174523096327
190290.5	90.91530033107362
215662.5	77.91786221031057
241034.5	93.22091281727889
266406.5	76.3215355510011
291778.5	76.61922591833518
317150.5	96.39035156865836
342522.5	86.49262967050292
367894.5	79.81838246886332
393266.5	100.5625492669084
418638.5	86.60030742550843
444010.5	92.35716537915813
469382.5	83.99992117294656
494754.5	98.83253192495664
520126.5	115.6995900993221
545498.5	77.63428188554312
570870.5	135.5336591518209
596242.5	89.24625571496138
621614.5	95.52640706290398
646986.5	94.41072836197382
672358.5	112.35700772505123
697730.5	106.44186504808451
723102.5	74.90367334069053
748474.5	84.85712596563141
773846.5	87.09577486993537
799218.5	84.06010562825162
824590.5	92.13609490777235
849962.5	89.89685480056755
875334.5	99.3685558883809
900706.5	93.79272426296706
926078.5	76.67326186347154
951450.5	98.21480372063692
976822.5	84.6967917389248
1002194.5	77.01407062903989
1027566.5	87.09983446318776
1052938.5	84.44828945294024
1078310.5	92.08418729307898
1103682.5	83.79083241368437
1129054.5	90.25181302222923
1154426.5	84.78917704556204
1179798.5	76.15158442377424
1205170.5	86.78003310736244
1230542.5	79.85420936465395
1255914.5	86.80297177991487
1281286.5	92.63175941983289
1306658.5	98.10807189027274
1332030.5	82.15584108466025
1357402.5	94.39314992905565
1382774.5	78.42976509538073
1408146.5	82.7364417468075
1433518.5	89.92554784802144
1458890.5	80.59045404382785
1484262.5	79.82267854327606
1509634.5	113.44419044616112
1535006.5	86.69647643071102
1560378.5	83.64752483052183
1585750.5	84.13786851647485
1611122.5	87.20743339113984
1636494.5	87.44486047611541
1661866.5	108.22607598927952
1687238.5	81.81810657417626
1712610.5	84.60866309317358
1737982.5	82.59640548636293
1763354.5	88.6372379000473
1788726.5	121.4489200693678
1814098.5	80.87821220242787
1839470.5	96.25197067633611
1864842.5	97.83328078196438
1890214.5	85.29315781176099
1915586.5	82.04106889484471
1940958.5	100.79426139050922
1966330.5	156.88325713384833
1991702.5	96.4855352356929
2017074.5	76.46555257764464
2042446.5	78.77628882232382
2067818.5	92.71236008198014
2093190.5	94.94017026643544
2118562.5	80.61181617531136
2143934.5	84.0482815702349
2169306.5	84.92385306637237
2194678.5	75.55100110357874
2220050.5	88.57997004571969
2245422.5	114.08383257133849
2270794.5	88.81865836355037
2296166.5	81.86895002364811
2321538.5	73.95211256503232
2346910.5	79.89610594355983
2372282.5	130.14787955226234
2397654.5	109.84376478007252
2423026.5	81.22130695254612
2448398.5	81.21645908875927
2473770.5	83.36891061012139
2499142.5	85.43563771086237
2524514.5	97.94923537758159
2549886.5	88.55072520889169
2575258.5	89.60188396657733
2600630.5	84.35176572599717
2626002.5	99.12036891061013
2651374.5	76.24830521835094
2676746.5	100.31739713069526
2702118.5	107.81203689106101
2727490.5	72.7350228598455
2752862.5	92.17408954753272
2778234.5	97.7447185874192
2803606.5	90.98541699511273
2828978.5	90.13767144884125
2854350.5	91.60401229702033
2879722.5	80.43402175626674
2905094.5	81.39295286142205
2930466.5	86.97024278732461
2955838.5	94.58347784959798
2981210.5	84.16908402963897
3006582.5	97.394095853697
3031954.5	84.23577171685322
3057326.5	123.83596090178149
3082698.5	86.90666876872143
3108070.5	109.72343528298912
3133442.5	111.26083871984865
3158814.5	86.441510326344
3184186.5	83.03495979820275
3209558.5	87.80683430553366
3234930.5	81.9159703610279
3260302.5	97.53358032476746
3285674.5	84.77691943875138
3311046.5	79.25910452467286
3336418.5	88.16821693205108
3361790.5	89.80825319249567
3387162.5	92.11087025067003
3412534.5	90.38357244206212
3437906.5	84.161556046035
3463278.5	91.46350307425509
3488650.5	93.09419832886647
3514022.5	78.88613432129907
3539394.5	79.19687056597824
3564766.5	76.02530348415576
3590138.5	101.7107047138578
3615510.5	91.25871038940565
3640882.5	84.01458300488727
3666254.5	87.50492669084029
3691626.5	90.8268169635819
3716998.5	76.10771716853225
3742370.5	81.39543591360555
3767742.5	86.77163802617058
3793114.5	79.43370644805297
3818486.5	81.04418256345578
3843858.5	84.70747280466657
3869230.5	84.71760208103422
3894602.5	95.7688396657733
3919974.5	124.41809869147092
3945346.5	74.89807661989595
3970718.5	84.16711335330285
3996090.5	90.04410373640233
4021462.5	88.98770297966261
4046834.5	79.2596957275737
4072206.5	92.34120290083557
4097578.5	99.50287718745074
4122950.5	92.91076777550055
4148322.5	85.57661989594828
4173694.5	85.37699038309948
4199066.5	92.63637080245941
4224438.5	114.73112092069998
4249810.5	89.83690682642283
4275182.5	98.9811603342267
4300554.5	124.23652057386094
4325926.5	90.58166482736875
4351298.5	85.16782279678385
4376670.5	104.22899259025698
4402042.5	112.99377266277787
4427414.5	96.0487939460823
4452786.5	90.03361973829418
4478158.5	104.88104997635189
4503530.5	104.72449944821062
4528902.5	92.94620053602397
4554274.5	96.9159703610279
4579646.5	77.4903042724263
4605018.5	88.69285038625256
4630390.5	86.353066372379
4655762.5	86.76588365126912
4681134.5	101.33761626990383
4706506.5	106.32563455778023
4731878.5	82.04536496925745
4757250.5	84.40631404698092
4782622.5	88.19020967996217
4807994.5	102.04055651899732
4833366.5	77.82086552104683
4858738.5	101.81030269588523
4884110.5	95.90367334069053
4909482.5	81.40517105470597
4934854.5	97.68733249251143
4960226.5	95.7355352356929
4985598.5	110.30975090651111
5010970.5	108.95487151190288
5036342.5	91.20865521046824
5061714.5	95.57409743023806
5087086.5	77.77648588995743
5112458.5	79.50063061642756
5137830.5	78.4497871669557
5163202.5	94.90465867885858
5188574.5	105.37281254926691
5213946.5	90.09415891533975
5239318.5	111.26659309475012
5264690.5	156.90052025855275
5290062.5	81.38577959955857
5315434.5	74.96842976509538
5340806.5	80.19860476115403
5366178.5	100.71543433706448
5391550.5	80.6675469020968
5416922.5	87.06314046980924
5442294.5	88.02542172473593
5467666.5	80.2422355352357
5493038.5	81.48754532555573
5518410.5	77.28551158757686
5543782.5	90.99274791108309
5569154.5	78.83505439066688
5594526.5	99.61843764780073
5619898.5	77.12423143622891
5645270.5	94.07922118871197
5670642.5	110.42006936780703
5696014.5	128.664393819959
5721386.5	97.00252246571023
5746758.5	100.8572836197383
5772130.5	91.82303326501655
5797502.5	108.26789374113196
5822874.5	164.38428188554312
5848246.5	121.04646854800568
5873618.5	108.5764622418414
5898990.5	94.54772978086079
5924362.5	73.36264385937254
5949734.5	75.07819643701718
5975106.5	79.34774554627148
6000478.5	89.94541226548952
6025850.5	93.31310105628252
6051222.5	93.09167586315624
6076594.5	85.09329181775185
6101966.5	93.50563613432129
6127338.5	79.0077644647643
6152710.5	109.07374270849756
6178082.5	102.7177597351411
6203454.5	131.79611382626518
6228826.5	128.00500551789375
6254198.5	101.2716774396973
6279570.5	104.98864890430396
6304942.5	79.22162226075989
6330314.5	88.5787482263913
