"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"44","PSPTO_1993","pst1993","","gene",551,295,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"75","PSPTO_0170","000305","PSPTO_0170","gene",551,274,46,17,-1.75255188886238,-0.177729773200637,-1.57482211566174,"#A4A4DD","#D3D3D3","#BCBCD8"
"267","PSPTO_1329","006530","PSPTO_1329","gene",735,346,46,17,-1.45560515265812,-1.0754120169494,-0.380193135708718,"#BCBCD8","#BCBCD8","#D3D3D3"
"268","PSPTO_1128","pst1128","","gene",736,285,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"270","PSPTO_0653","pst0653","PSPTO_0653","gene",646,132,46,17,-1.16967904623816,-3.00332396931043,1.83364492307227,"#BCBCD8","#8D8DE2","#DDA4A4"
"272","PSPTO_3148","012540","PSPTO_3148","gene",668,367,46,17,-1.09967573489125,1.20690736165855,-2.3065830965498,"#BCBCD8","#D8BCBC","#A4A4DD"
"274","PSPTO_5118","pst5118","","gene",475,284,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"275","PSPTO_0129","000515","PSPTO_0129","gene",392,284,46,17,-0.575470410492127,-0.00751159663098495,-0.567958813861142,"#D3D3D3","#D3D3D3","#D3D3D3"
"276","PSPTO_0130","pst0130","","gene",438,334,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"277","PSPTO_5118","pst5118","","gene",388,150,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"278","PSPTO_0128","pst0128","","gene",302,285,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"279","PSPTO_5251","pst5251","","gene",219,285,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"281","PSPTO_4800","005065","PSPTO_4800","gene",159,349,46,17,-1.68191935086012,-0.461385656537346,-1.22053369432278,"#A4A4DD","#D3D3D3","#BCBCD8"
"283","PSPTO_1108","pst1108","","gene",159,456,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"284","PSPTO_2166","012725","PSPTO_2166","gene",159,527,46,17,-1.47973707594869,-0.0768287615189741,-1.40290831442971,"#BCBCD8","#D3D3D3","#BCBCD8"
"285","PSPTO_3344","011620","PSPTO_3344","gene",253,383,46,17,-1.22479451794977,-0.0924022084758627,-1.1323923094739,"#BCBCD8","#D3D3D3","#BCBCD8"
"286","PSPTO_3344","011620","PSPTO_3344","gene",398,383,46,17,-1.22479451794977,-0.0924022084758627,-1.1323923094739,"#BCBCD8","#D3D3D3","#BCBCD8"
"288","PSPTO_4875","pst4875","","gene",337,448,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"289","PSPTO_4874","pst4874","","gene",337,536,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"290","PSPTO_3154","012510","PSPTO_3154","gene",337,582,46,17,-0.66713276574845,1.12243324143643,-1.78956600718488,"#D3D3D3","#D8BCBC","#A4A4DD"
