"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"31","PSPTO_2730","pst2730","","gene",493,287,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"38","PSPTO_5401","028205","PSPTO_5401","gene",156,464,46,17,-1.60694652271307,-0.228760870099423,-1.37818565261365,"#A4A4DD","#D3D3D3","#BCBCD8"
"39","PSPTO_4432","pst4432","","gene",80,464,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"42","PSPTO_4432","pst4432","","gene",55,353,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"48","PSPTO_2280","pst2280","","gene",316,364,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"55","PSPTO_2590","013825","PSPTO_2590","gene",374,552,46,17,1.59557750354345,0.248424361155355,1.34715314238809,"#D8BCBC","#D3D3D3","#D8BCBC"
"57","PSPTO_1795","pst1795","","gene",399,440,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"77","PSPTO_0109","000620","PSPTO_0109","gene",639,364,46,17,5.47890701502488,-0.117459479466872,5.59636649449176,"#F04646","#D3D3D3","#F04646"
"90","PSPTO_0420","pst0420","","gene",439,239,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"103","PSPTO_3902","008535","PSPTO_3902","gene",825,308,46,17,-2.22653623780111,-0.498081915403536,-1.72845432239758,"#A4A4DD","#D3D3D3","#A4A4DD"
"109","PSPTO_1421","pst1421","PSPTO_1421","gene",786,212,46,17,-0.924036965189147,0.363650763645247,-1.28768772883439,"#BCBCD8","#D3D3D3","#BCBCD8"
"120","PSPTO_3810","pst3810","","gene",865,441,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"125","PSPTO_5049","pst5049","","gene",826,518,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"128","PSPTO_5198","pst5198","","gene",225,253,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"130","PSPTO_1795","pst1795","","gene",304,253,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"133","PSPTO_0308","pst0308","","gene",80,178,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"134","PSPTO_0350","pst0350","","gene",304,178,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"135","PSPTO_5319","pst5319","","gene",225,178,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"150","PSPTO_2280","pst2280","","gene",505,765,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"153","PSPTO_2730","pst2730","","gene",675,754,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"159","PSPTO_4432","pst4432","","gene",394,775,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"160","PSPTO_4432","pst4432","","gene",288,784,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
