"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"61","PSPTO_3004","014735","PSPTO_3004","gene",339,1946,46,17,-0.945246100763114,1.94907233875315,-2.89431843951626,"#BCBCD8","#DDA4A4","#8D8DE2"
"62","PSPTO_3005","pst3005","","gene",293,1946,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"63","PSPTO_3003","014740","PSPTO_3003","gene",247,1946,46,17,-0.130763420761062,2.03201700929431,-2.16278043005537,"#D3D3D3","#DDA4A4","#A4A4DD"
"69","PSPTO_2639","014045","PSPTO_2639","gene",339,1865,46,17,0.768204649492569,1.78777024849512,-1.01956559900255,"#D3D3D3","#DDA4A4","#BCBCD8"
"70","PSPTO_2640","014050","PSPTO_2640","gene",293,1865,46,17,0.0381097367156296,1.6908559220227,-1.65274618530707,"#D3D3D3","#DDA4A4","#A4A4DD"
"71","PSPTO_2638","014040","PSPTO_2638","gene",247,1865,46,17,0.18670611557204,1.85104160559524,-1.6643354900232,"#D3D3D3","#DDA4A4","#A4A4DD"
"76","PSPTO_1295","006380","PSPTO_1295","gene",339,1359,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"84","PSPTO_0887","024105","PSPTO_0887","gene",293,1235,46,17,2.21181229718703,-0.620750340438173,2.83256263762521,"#DDA4A4","#D3D3D3","#E28D8D"
"85","PSPTO_0888","024100","PSPTO_0888","gene",293,1218,46,17,1.83933368068044,-0.467393633170988,2.30672731385143,"#DDA4A4","#D3D3D3","#DDA4A4"
"86","PSPTO_0889","024095","PSPTO_0889","gene",247,1227,46,17,2.96461328232939,-0.110779361579442,3.07539264390883,"#E28D8D","#D3D3D3","#E28D8D"
"97","PSPTO_1295","006380","PSPTO_1295","gene",339,1054,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"101","PSPTO_1295","006380","PSPTO_1295","gene",339,1011,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"102","PSPTO_2705","pst2705","","gene",293,1019,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"103","PSPTO_2706","pst2706","","gene",293,1002,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"104","PSPTO_0364","pst0364","PSPTO_0364","gene",247,1011,46,17,3.47524367810478,-0.342479412474261,3.81772309057904,"#E77575","#D3D3D3","#E77575"
"111","PSPTO_1295","006380","PSPTO_1295","gene",339,925,46,17,0.705551967455167,3.63003943971671,-2.92448747226155,"#D3D3D3","#E77575","#8D8DE2"
"117","PSPTO_4137","pst4137","","gene",675,222,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"118","PSPTO_4138","pst4138","","gene",675,205,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"119","PSPTO_4140","pst4140","","gene",721,214,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"128","PSPTO_1830","pst1830","","gene",721,671,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"129","PSPTO_1827","pst1827","","gene",675,679,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"130","PSPTO_1828","pst1828","","gene",675,662,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"131","PSPTO_1826","pst1826","","gene",629,670,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"133","PSPTO_5182","pst5182","","gene",720,561,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"134","PSPTO_5181","pst5181","","gene",674,561,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"135","PSPTO_5180","000935","PSPTO_5180","gene",629,561,46,17,1.20986601655845,-0.192713145933981,1.40257916249243,"#D8BCBC","#D3D3D3","#D8BCBC"
"142","PSPTO_1258","pst1258","","gene",721,481,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"143","PSPTO_1257","pst1257","","gene",675,490,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"144","PSPTO_1256","pst1256","","gene",675,473,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"145","PSPTO_1255","pst1255","","gene",629,481,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"152","PSPTO_4174","pst4174","","gene",721,395,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"153","PSPTO_4172","pst4172","","gene",675,403,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"154","PSPTO_4173","pst4173","","gene",675,386,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"155","PSPTO_4171","021220","PSPTO_4171","gene",629,395,46,17,-2.6722297641587,-5.99852624087347,3.32629647671477,"#8D8DE2","#2F2FF5","#E77575"
"163","PSPTO_4140","pst4140","","gene",721,256,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"164","PSPTO_4137","pst4137","","gene",675,265,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"165","PSPTO_4138","pst4138","","gene",675,248,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"166","PSPTO_4136","pst4136","","gene",629,256,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"168","PSPTO_2372","pst2372","","gene",293,1838,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"173","PSPTO_4984","025545","PSPTO_4984","gene",1547,358,46,17,-1.52416650371322,0.390230860634107,-1.91439736434732,"#BCBCD8","#D3D3D3","#A4A4DD"
"175","PSPTO_4551","004215","PSPTO_4551","gene",1299,1241,46,17,2.18470574327757,-0.39363732579091,2.57834306906848,"#DDA4A4","#D3D3D3","#E28D8D"
"177","PSPTO_2153","012660","PSPTO_2153","gene",1299,1194,46,17,1.74012590624728,6.7104369101258,-4.97031100387852,"#DDA4A4","#FA1717","#4646F0"
"179","PSPTO_2159","012690","PSPTO_2159","gene",1299,1128,46,17,0.439352228466847,5.09591250048765,-4.6565602720208,"#D3D3D3","#F04646","#5E5EEB"
"230","PSPTO_2986","pst2986","","gene",721,906,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"231","PSPTO_2990","pst2990","","gene",721,889,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"232","PSPTO_2988","pst2988","","gene",675,906,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"233","PSPTO_2989","016125","PSPTO_2989","gene",675,889,46,17,1.99908021668593,0.43155719842032,1.56752301826561,"#DDA4A4","#D3D3D3","#D8BCBC"
"234","PSPTO_2419","pst2419","","gene",629,898,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
