"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"137","PSPTO_1661","pst1661","PSPTO_1661","gene",490,491,46,17,-2.46010795382679,-0.509032007247811,-1.95107594657898,"#8D8DE2","#D3D3D3","#A4A4DD"
"157","PSPTO_1104","pst1104","","gene",193,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"158","PSPTO_3811","pst3811","","gene",297,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"160","PSPTO_4867","pst4867","","gene",383,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"161","PSPTO_1468","pst1468","","gene",469,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"162","PSPTO_1700","pst1700","","gene",650,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"163","PSPTO_4866","pst4866","","gene",957,213,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"164","PSPTO_3360","pst3360","","gene",934,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"165","PSPTO_3950","pst3950","","gene",839,188,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"167","PSPTO_4866","pst4866","","gene",982,283,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"169","PSPTO_0230","001040","PSPTO_0230","gene",1595,462,46,17,-1.36839527365667,-0.358372888605466,-1.01002238505121,"#BCBCD8","#D3D3D3","#BCBCD8"
"173","PSPTO_1430","pst1430","","gene",1437,451,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"174","PSPTO_1430","pst1430","","gene",1437,530,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"175","PSPTO_1661","pst1661","PSPTO_1661","gene",1356,508,46,17,-2.46010795382679,-0.509032007247811,-1.95107594657898,"#8D8DE2","#D3D3D3","#A4A4DD"
"177","PSPTO_1509","007470","PSPTO_1509","gene",1306,452,46,17,-2.50326459983209,-0.349718722051824,-2.15354587778026,"#8D8DE2","#D3D3D3","#A4A4DD"
"178","PSPTO_3360","pst3360","","gene",1140,342,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"179","PSPTO_4937","pst4937","","gene",1033,342,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"181","PSPTO_1562","007750","PSPTO_1562","gene",1191,510,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"183","PSPTO_1990","pst1990","","gene",1272,552,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"185","PSPTO_1562","007750","PSPTO_1562","gene",1417,616,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"188","PSPTO_1909","009725","PSPTO_1909","gene",1237,580,46,17,-0.899081897712919,-1.26813068009442,0.369048782381499,"#BCBCD8","#BCBCD8","#D3D3D3"
"189","PSPTO_2022","010310","PSPTO_2022","gene",799,629,46,17,-2.51795102835736,0.0473922028955397,-2.5653432312529,"#8D8DE2","#D3D3D3","#8D8DE2"
"191","PSPTO_1562","007750","PSPTO_1562","gene",1010,510,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"194","PSPTO_2373","pst2373","","gene",1103,638,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"195","PSPTO_0757","pst0757","","gene",1077,673,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"197","PSPTO_1430","pst1430","","gene",805,349,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"200","PSPTO_1449","pst1449","","gene",903,453,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"201","PSPTO_1450","pst1450","","gene",733,453,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"204","PSPTO_1131","pst1131","","gene",907,533,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"206","PSPTO_2022","010310","PSPTO_2022","gene",1192,606,46,17,-2.51795102835736,0.0473922028955397,-2.5653432312529,"#8D8DE2","#D3D3D3","#8D8DE2"
"208","PSPTO_1562","007750","PSPTO_1562","gene",650,510,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"209","PSPTO_2022","010310","PSPTO_2022","gene",960,638,46,17,-2.51795102835736,0.0473922028955397,-2.5653432312529,"#8D8DE2","#D3D3D3","#8D8DE2"
"210","PSPTO_2373","pst2373","","gene",1049,616,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"211","PSPTO_1131","pst1131","","gene",851,598,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"213","PSPTO_1562","007750","PSPTO_1562","gene",824,510,46,17,-1.2742511083046,0.176083709362597,-1.4503348176672,"#BCBCD8","#D3D3D3","#BCBCD8"
"214","PSPTO_1131","pst1131","","gene",564,642,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"215","PSPTO_0075","pst0075","","gene",558,449,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"217","PSPTO_3663","018610","PSPTO_3663","gene",741,669,46,17,-0.0570369887573089,-2.51304916668103,2.45601217792372,"#D3D3D3","#8D8DE2","#E28D8D"
"218","PSPTO_3669","pst3669","","gene",1181,893,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"219","PSPTO_3668","018635","PSPTO_3668","gene",1055,864,46,17,-0.141237846405804,-1.14142473427839,1.00018688787258,"#D3D3D3","#BCBCD8","#D8BCBC"
"223","PSPTO_2411","pst2411","","gene",1102,939,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"224","PSPTO_1874","009570","PSPTO_1874","gene",905,902,46,17,3.38384388281705,-2.4565507061236,5.84039458894065,"#E77575","#8D8DE2","#F52F2F"
"227","PSPTO_3665","018620","PSPTO_3665","gene",824,830,46,17,0.416199018253063,-1.90377148476371,2.31997050301678,"#D3D3D3","#A4A4DD","#DDA4A4"
"228","PSPTO_0073","000780","PSPTO_0073","gene",430,334,46,17,-1.34947569876573,0.62554283330012,-1.97501853206585,"#BCBCD8","#D3D3D3","#A4A4DD"
"229","PSPTO_5249","pst5249","","gene",291,323,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"230","PSPTO_5249","pst5249","","gene",291,344,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"232","PSPTO_1430","pst1430","","gene",429,405,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"233","PSPTO_0075","pst0075","","gene",491,570,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
