"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"79","PSPTO_2065","pst2065","","gene",958,401,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"80","PSPTO_3517","019435","PSPTO_3517","gene",1070,401,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"82","PSPTO_2359","pst2359","","gene",669,257,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"90","PSPTO_2200","pst2200","","gene",819,324,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"91","PSPTO_0744","pst0744","","gene",1168,401,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"93","PSPTO_5461","028525","PSPTO_5461","gene",861,401,46,17,3.55625880389995,-5.29127600289453,8.84753480679448,"#E77575","#4646F0","#FF0000"
"95","PSPTO_0257","pst0257","PSPTO_0257","gene",638,401,46,17,4.80987931500493,-2.61280186483944,7.42268117984436,"#F04646","#8D8DE2","#FF0000"
"96","PSPTO_0259","001210","PSPTO_0259","gene",518,401,46,17,3.02065531343274,-2.44277034521684,5.46342565864957,"#E28D8D","#8D8DE2","#F04646"
"97","PSPTO_0517","027260","PSPTO_0517","gene",405,402,46,17,-1.41376042579906,-5.06226716445533,3.64850673865628,"#BCBCD8","#4646F0","#E77575"
"98","PSPTO_0518","027255","PSPTO_0518","gene",318,402,46,17,-1.51201132492035,-5.88909109259728,4.37707976767693,"#BCBCD8","#2F2FF5","#EB5E5E"
"151","PSPTO_1881","pst1881","PSPTO_1881","gene",868,709,46,17,1.88092021349993,-1.33708915034445,3.21800936384439,"#DDA4A4","#BCBCD8","#E77575"
"186","PSPTO_B0042","pst1881","","gene",698,479,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"198","PSPTO_0211","000900","PSPTO_0211","gene",254,157,46,17,1.62346711091015,0.187078702423264,1.43638840848688,"#DDA4A4","#D3D3D3","#D8BCBC"
