"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"61","PSPTO_3377","011455","PSPTO_3377","gene",688,542,46,17,-1.09624304776966,-1.78387432292608,0.687631275156416,"#BCBCD8","#A4A4DD","#D3D3D3"
"62","PSPTO_3376","pst3376","","gene",642,542,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"63","PSPTO_3375","pst3375","","gene",596,542,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"64","PSPTO_3374","pst3374","","gene",550,542,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"65","PSPTO_3373","011475","PSPTO_3373","gene",504,542,46,17,-1.33549967060819,-2.38993363331504,1.05443396270684,"#BCBCD8","#A4A4DD","#D8BCBC"
"66","PSPTO_3372","pst3372","","gene",458,542,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"67","PSPTO_3371","011485","PSPTO_3371","gene",412,542,46,17,-0.926626899452148,-1.82231897407014,0.895692074617995,"#BCBCD8","#A4A4DD","#D8BCBC"
"68","PSPTO_3370","011490","PSPTO_3370","gene",366,542,46,17,-1.36499203585938,-2.016643230955,0.651651195095616,"#BCBCD8","#A4A4DD","#D3D3D3"
"69","PSPTO_3369","011495","PSPTO_3369","gene",320,542,46,17,-0.922821358812748,-1.85528626474093,0.932464905928182,"#BCBCD8","#A4A4DD","#D8BCBC"
"70","PSPTO_3368","011500","PSPTO_3368","gene",274,542,46,17,-1.05825264127349,-1.69985239006869,0.6415997487952,"#BCBCD8","#A4A4DD","#D3D3D3"
"71","PSPTO_3367","011505","PSPTO_3367","gene",228,542,46,17,-1.12216163656367,-2.15208115463877,1.02991951807509,"#BCBCD8","#A4A4DD","#D8BCBC"
"72","PSPTO_3367","011505","PSPTO_3367","gene",182,542,46,17,-1.12216163656367,-2.15208115463877,1.02991951807509,"#BCBCD8","#A4A4DD","#D8BCBC"
"73","PSPTO_3366","011510","PSPTO_3366","gene",136,542,46,17,-0.10888826029556,-1.82183879928219,1.71295053898663,"#D3D3D3","#A4A4DD","#DDA4A4"
"74","PSPTO_3365","011515","PSPTO_3365","gene",90,542,46,17,-0.378352805930592,-1.70929595983499,1.3309431539044,"#D3D3D3","#A4A4DD","#D8BCBC"
"84","PSPTO_5258","026980","PSPTO_5258","gene",780,764,46,17,2.91889155959946,-0.902382364524086,3.82127392412355,"#E28D8D","#BCBCD8","#E77575"
"85","PSPTO_0917","023925","PSPTO_0917","gene",173,433,46,17,-0.994736975162731,0.310677266789443,-1.30541424195217,"#BCBCD8","#D3D3D3","#BCBCD8"
"100","PSPTO_3365","011515","PSPTO_3365","gene",197,412,46,17,-0.378352805930592,-1.70929595983499,1.3309431539044,"#D3D3D3","#A4A4DD","#D8BCBC"
"102","PSPTO_2001","010215","PSPTO_2001","gene",868,316,46,17,-1.45052503484245,-0.243025393258548,-1.2074996415839,"#BCBCD8","#D3D3D3","#BCBCD8"
"103","PSPTO_5598","pst5598","","gene",1044,409,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"106","PSPTO_0722","003170","PSPTO_0722","gene",954,455,46,17,-1.92936794162757,0.0764041985879505,-2.00577214021552,"#A4A4DD","#D3D3D3","#A4A4DD"
"107","PSPTO_5250","pst5250","","gene",864,455,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"131","PSPTO_2195","pst2195","","gene",91,693,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"132","PSPTO_2196","pst2196","","gene",136,693,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"133","PSPTO_2197","pst2197","","gene",182,693,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
