"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"24","PSPTO_0806","pst0806","","gene",875,335,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"59","PSPTO_1435","007075","PSPTO_1435","gene",875,790,46,17,-1.48301893692232,0.238853724183747,-1.72187266110607,"#BCBCD8","#D3D3D3","#A4A4DD"
"60","PSPTO_2382","pst2382","","gene",875,879,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"61","PSPTO_5138","pst5138","","gene",875,611,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"62","PSPTO_3743","019005","PSPTO_3743","gene",271,281,46,17,-1.30667899896717,-0.304655449090185,-1.00202354987698,"#BCBCD8","#D3D3D3","#BCBCD8"
"63","PSPTO_3742","019000","PSPTO_3742","gene",271,1076,46,17,-1.42048913521613,-0.0993123632004812,-1.32117677201565,"#BCBCD8","#D3D3D3","#BCBCD8"
"64","PSPTO_0184","pst0184","","gene",271,672,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"65","PSPTO_3981","pst3981","","gene",271,448,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"66","PSPTO_3345","pst3345","","gene",271,850,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"67","PSPTO_2964","pst2964","","gene",271,1165,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"68","PSPTO_1268","006180","PSPTO_1268","gene",875,157,46,17,-1.40369381686585,-0.208665760280484,-1.19502805658536,"#BCBCD8","#D3D3D3","#BCBCD8"
"69","PSPTO_1842","009465","PSPTO_1842","gene",271,371,46,17,-1.61263245191561,0.195049716150842,-1.80768216806645,"#A4A4DD","#D3D3D3","#A4A4DD"
"70","PSPTO_1501","pst1501","","gene",875,424,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"71","PSPTO_4812","pst4812","","gene",875,246,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"72","PSPTO_2378","pst2378","","gene",271,761,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"73","PSPTO_4429","pst4429","","gene",875,1057,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"74","PSPTO_0178","pst0178","","gene",409,1165,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"75","PSPTO_0609","pst0609","","gene",875,968,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"76","PSPTO_3988","007910","PSPTO_3988","gene",875,701,46,17,-2.14918599369527,-0.52607267522388,-1.62311331847139,"#A4A4DD","#D3D3D3","#A4A4DD"
"77","PSPTO_2166","012725","PSPTO_2166","gene",271,146,46,17,-1.47973707594869,-0.0768287615189741,-1.40290831442971,"#BCBCD8","#D3D3D3","#BCBCD8"
"128","PSPTO_3192","pst3192","PSPTO_3192","gene",338,245,46,17,1.51748481164957,0.015912732717595,1.50157207893197,"#D8BCBC","#D3D3D3","#D8BCBC"
"131","PSPTO_3192","pst3192","PSPTO_3192","gene",337,548,46,17,1.51748481164957,0.015912732717595,1.50157207893197,"#D8BCBC","#D3D3D3","#D8BCBC"
"137","PSPTO_3345","pst3345","","gene",271,930,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
