"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"60","PSPTO_3455","pst3455","PSPTO_3455","gene",504,659,46,17,1.73865825270965,-0.0778748403700761,1.81653309307973,"#DDA4A4","#D3D3D3","#DDA4A4"
"62","PSPTO_2742","015530","PSPTO_2742","gene",830,675,46,17,-1.43482020651125,-3.04922929255416,1.61440908604291,"#BCBCD8","#8D8DE2","#DDA4A4"
"64","PSPTO_0744","pst0744","","gene",830,589,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"66","PSPTO_3517","019435","PSPTO_3517","gene",640,532,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"68","PSPTO_3517","019435","PSPTO_3517","gene",613,479,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
"69","PSPTO_5145","026410","PSPTO_5145","gene",506,480,46,17,-1.17476924837823,0.0646023578628603,-1.23937160624109,"#BCBCD8","#D3D3D3","#BCBCD8"
"71","PSPTO_2065","pst2065","","gene",666,442,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"75","PSPTO_0259","001210","PSPTO_0259","gene",249,390,46,17,3.02065531343274,-2.44277034521684,5.46342565864957,"#E28D8D","#8D8DE2","#F04646"
"79","PSPTO_5020","025715","PSPTO_5020","gene",744,366,46,17,1.79531736442266,-0.847356508085776,2.64267387250843,"#DDA4A4","#BCBCD8","#E28D8D"
"84","PSPTO_2660","014305","PSPTO_2660","gene",323,300,46,17,1.64895478942833,-0.323248671052105,1.97220346048043,"#DDA4A4","#D3D3D3","#DDA4A4"
"85","PSPTO_0257","pst0257","PSPTO_0257","gene",299,281,46,17,4.80987931500493,-2.61280186483944,7.42268117984436,"#F04646","#8D8DE2","#FF0000"
"89","PSPTO_2662","pst2662","","gene",917,225,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"92","PSPTO_2195","pst2195","","gene",384,214,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"96","PSPTO_1056","pst1056","","gene",706,62,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"106","PSPTO_4308","021845","PSPTO_4308","gene",859,435,46,17,0.635641802407037,-0.542952843735253,1.17859464614229,"#D3D3D3","#D3D3D3","#D8BCBC"
"155","PSPTO_1056","pst1056","","gene",823,62,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"162","PSPTO_0981","023600","PSPTO_0981","gene",942,142,46,17,-0.990423477276186,1.54723929222017,-2.53766276949635,"#BCBCD8","#D8BCBC","#8D8DE2"
"167","PSPTO_5465","028550","PSPTO_5465","gene",200,290,46,17,-2.39656290723115,-3.10422054439471,0.707657637163563,"#A4A4DD","#8D8DE2","#D3D3D3"
"168","PSPTO_0257","pst0257","PSPTO_0257","gene",273,300,46,17,4.80987931500493,-2.61280186483944,7.42268117984436,"#F04646","#8D8DE2","#FF0000"
"175","PSPTO_1056","pst1056","","gene",706,117,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"182","PSPTO_2195","pst2195","","gene",384,235,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
