"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"1","PSPTO_5032","pst5032","","gene",254,158,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"2","PSPTO_5033","pst5033","","gene",344,164,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"3","PSPTO_5034","025850","PSPTO_5034","gene",344,187,46,17,-0.932396811961528,-0.282864036916448,-0.64953277504508,"#BCBCD8","#D3D3D3","#D3D3D3"
"4","PSPTO_5031","025835","PSPTO_5031","gene",212,175,46,17,-0.904041008306526,-0.265649386323208,-0.638391621983318,"#BCBCD8","#D3D3D3","#D3D3D3"
"5","PSPTO_5030","pst5030","","gene",257,175,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"8","PSPTO_0490","pst0490","","gene",431,210,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"9","PSPTO_0313","pst0313","","gene",557,175,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"20","PSPTO_1691","008680","PSPTO_1691","gene",212,744,46,17,-1.25595206754388,0.245311421062755,-1.50126348860664,"#BCBCD8","#D3D3D3","#BCBCD8"
"21","PSPTO_4796","pst4796","","gene",212,701,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"22","PSPTO_4868","pst4868","","gene",212,783,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"23","PSPTO_3024","pst3024","","gene",299,744,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"24","PSPTO_5647","pst5647","","gene",386,735,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"25","PSPTO_5652","pst5652","","gene",386,755,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"26","PSPTO_1629","pst1629","","gene",506,743,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"27","PSPTO_2212","pst2212","","gene",212,585,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"28","PSPTO_1782","009160","PSPTO_1782","gene",212,565,46,17,1.12356435842174,-0.572426440174689,1.69599079859643,"#D8BCBC","#D3D3D3","#DDA4A4"
"30","PSPTO_1965","010030","PSPTO_1965","gene",299,585,46,17,-0.644695239565842,0.100011354399524,-0.744706593965365,"#D3D3D3","#D3D3D3","#D3D3D3"
"31","PSPTO_1964","pst1964","","gene",301,620,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"32","PSPTO_1979","pst1979","","gene",386,694,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"34","PSPTO_1963","010020","PSPTO_1963","gene",386,620,46,17,1.88201076141596,-0.835984768518027,2.71799552993399,"#DDA4A4","#BCBCD8","#E28D8D"
"35","PSPTO_1925","009805","PSPTO_1925","gene",386,657,46,17,2.77539457669987,-0.34513107700838,3.12052565370825,"#E28D8D","#D3D3D3","#E28D8D"
"39","PSPTO_1499","pst1499","","gene",386,870,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"40","PSPTO_1954","pst1954","","gene",562,914,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"41","PSPTO_1493","pst1493","","gene",175,870,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"42","PSPTO_1494","pst1494","","gene",216,852,43,19,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"43","PSPTO_1497","pst1497","","gene",220,870,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"44","PSPTO_2757","pst2757","","gene",434,908,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"45","PSPTO_1241","006060","PSPTO_1241","gene",684,982,46,17,0.593643150367751,1.73122763152401,-1.13758448115626,"#D3D3D3","#DDA4A4","#BCBCD8"
"50","PSPTO_4365","022075","PSPTO_4365","gene",435,993,46,17,-1.48778013271053,0.929613052361575,-2.41739318507211,"#BCBCD8","#D8BCBC","#8D8DE2"
"58","PSPTO_1498","pst1498","","gene",273,911,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"60","PSPTO_5029","pst5029","","gene",254,192,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"62","PSPTO_1954","pst1954","","gene",684,146,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"63","PSPTO_2539","pst2539","","gene",684,743,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"64","PSPTO_1232","pst1232","","gene",684,891,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"77","PSPTO_0568","pst0568","","gene",382,300,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"78","PSPTO_0592","002540","PSPTO_0592","gene",430,300,46,17,-1.10647449111055,0.276416608993525,-1.38289110010408,"#BCBCD8","#D3D3D3","#BCBCD8"
"80","PSPTO_4956","pst4956","","gene",684,1031,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
