"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"41","PSPTO_1907","009715","PSPTO_1907","gene",314,206,46,17,0.626834460360451,-1.39157009632448,2.01840455668493,"#D3D3D3","#BCBCD8","#DDA4A4"
"53","PSPTO_2338","pst2338","PSPTO_2338","gene",420,396,46,17,-1.69072229166144,-1.78301323620172,0.0922909445402838,"#A4A4DD","#A4A4DD","#D3D3D3"
"65","PSPTO_2341","014060","PSPTO_2341","gene",556,396,46,17,6.5344069607747,-0.378229765229582,6.91263672600428,"#FA1717","#D3D3D3","#FA1717"
"66","PSPTO_2342","pst2342","","gene",675,396,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"95","PSPTO_3516","019430","PSPTO_3516","gene",775,899,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"126","PSPTO_2065","pst2065","","gene",1057,899,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"132","PSPTO_0744","pst0744","","gene",1248,898,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"145","PSPTO_4307","021840","PSPTO_4307","gene",1009,522,46,17,1.33801207552508,-0.14426518274441,1.48227725826949,"#D8BCBC","#D3D3D3","#D8BCBC"
"150","PSPTO_3516","019430","PSPTO_3516","gene",1009,501,46,17,1.44041934226779,-0.464755454522829,1.90517479679061,"#D8BCBC","#D3D3D3","#DDA4A4"
"151","PSPTO_3138","017190","PSPTO_3138","gene",782,511,46,17,-1.45890297672327,-0.0186305225449795,-1.44027245417829,"#BCBCD8","#D3D3D3","#BCBCD8"
"198","PSPTO_4257","pst4257","","gene",601,684,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"210","PSPTO_3976","007970","PSPTO_3976","gene",137,129,46,17,-1.06039433511659,0.78785519381985,-1.84824952893644,"#BCBCD8","#D3D3D3","#A4A4DD"
"248","PSPTO_5461","028525","PSPTO_5461","gene",916,861,46,17,3.55625880389995,-5.29127600289453,8.84753480679448,"#E77575","#4646F0","#FF0000"
"249","PSPTO_3517","019435","PSPTO_3517","gene",677,909,46,17,1.44441815111761,-0.65247289244225,2.09689104355986,"#D8BCBC","#D3D3D3","#DDA4A4"
