"","kegg.names","labels","all.mapped","type","x","y","width","height","rvs","rvm","mvs","rvs.col","rvm.col","mvs.col"
"76","PSPTO_3048","pst3048","","gene",382,519,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"77","PSPTO_2016","010280","PSPTO_2016","gene",1189,373,46,17,-1.24750290255391,-0.58732709626596,-0.660175806287949,"#BCBCD8","#D3D3D3","#D3D3D3"
"83","PSPTO_3364","011520","PSPTO_3364","gene",1149,449,46,17,1.39377739986953,-3.36519999008852,4.75897738995805,"#D8BCBC","#7575E7","#EB5E5E"
"84","PSPTO_5278","pst5278","","gene",1119,279,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"86","PSPTO_1357","pst1357","","gene",1144,241,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"88","PSPTO_0456","pst0456","PSPTO_0456","gene",1094,260,46,17,-1.82827576807868,-0.514730683635899,-1.31354508444278,"#A4A4DD","#D3D3D3","#BCBCD8"
"91","PSPTO_2016","010280","PSPTO_2016","gene",988,145,46,17,-1.24750290255391,-0.58732709626596,-0.660175806287949,"#BCBCD8","#D3D3D3","#D3D3D3"
"95","PSPTO_3555","pst3555","PSPTO_3555","gene",759,497,46,17,0.301547742077555,-1.40389546864775,1.70544321072531,"#D3D3D3","#BCBCD8","#DDA4A4"
"96","PSPTO_0258","pst0258","PSPTO_0258","gene",738,601,46,17,0.445753229598947,-1.59208545831829,2.03783868791724,"#D3D3D3","#BCBCD8","#DDA4A4"
"107","PSPTO_2194","pst2194","","gene",556,144,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"111","PSPTO_0258","pst0258","PSPTO_0258","gene",350,609,46,17,0.445753229598947,-1.59208545831829,2.03783868791724,"#D3D3D3","#BCBCD8","#DDA4A4"
"112","PSPTO_0258","pst0258","PSPTO_0258","gene",350,588,46,17,0.445753229598947,-1.59208545831829,2.03783868791724,"#D3D3D3","#BCBCD8","#DDA4A4"
"116","PSPTO_0480","027415","PSPTO_0480","gene",478,323,46,17,-0.117793751188585,-1.67580472824445,1.55801097705587,"#D3D3D3","#A4A4DD","#D8BCBC"
"123","PSPTO_2662","pst2662","","gene",145,304,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"127","PSPTO_2662","pst2662","","gene",103,211,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"140","PSPTO_0567","pst0567","","gene",598,603,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"194","PSPTO_0744","pst0744","","gene",556,177,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"197","PSPTO_4689","pst4689","","gene",777,198,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"204","PSPTO_5381","028095","PSPTO_5381","gene",623,384,46,17,1.52962599308528,-1.44842843606184,2.97805442914711,"#D8BCBC","#BCBCD8","#E28D8D"
"216","PSPTO_0461","pst0461","","gene",705,824,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"217","PSPTO_0316","pst0316","","gene",512,805,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"223","PSPTO_3582","pst3582","PSPTO_3582","gene",761,548,46,17,-1.63704179604811,-3.89685523877148,2.25981344272336,"#A4A4DD","#7575E7","#DDA4A4"
"230","PSPTO_0359","pst0359","PSPTO_0359","gene",782,704,46,17,3.01001872820253,-0.633492252744965,3.6435109809475,"#E28D8D","#D3D3D3","#E77575"
"235","PSPTO_1302","006410","PSPTO_1302","gene",1021,496,46,17,0.30360498243747,2.31401059947041,-2.01040561703294,"#D3D3D3","#DDA4A4","#A4A4DD"
"247","PSPTO_3280","pst3280","","gene",162,632,46,17,NA,NA,NA,"#FFFFFF","#FFFFFF","#FFFFFF"
"252","PSPTO_1825","009385","PSPTO_1825","gene",509,401,46,17,3.06911258952475,-3.63361577001185,6.70272835953659,"#E28D8D","#7575E7","#FA1717"
