AE006468 0
AE014613 0
AE017220 0
AL513382 0
AM933172 0
AM933173 0
AP011957 0
AP014565 0
CP000026 0
CP000857 0
CP000880 0
CP000886 0
CP001113 0
CP001120 0
CP001127 0
CP001138 0
CP001144 0
CP001363 0
CP002099 0
CP002487 0
CP002614 0
CP003047 0
CP003278 0
CP003386 0
CP003416 0
CP003786 0
CP003836 0
CP004027 0
CP004086 0
CP005390 0
CP005995 0
CP006048 0
CP006053 0
CP006055 0
CP006575 0
CP006602 0
CP006608 0
CP006631 0
CP006692 0
CP006693 0
CP006876 0
CP007175 0
CP007211 0
CP007216 0
CP007222 0
CP007235 0
CP007245 0
CP007246 0
CP007247 0
CP007248 0
CP007249 0
CP007250 0
CP007251 0
CP007252 0
CP007253 0
CP007254 0
CP007258 0
CP007259 0
CP007260 0
CP007261 0
CP007262 0
CP007263 0
CP007266 0
CP007267 0
CP007269 0
CP007270 0
CP007271 0
CP007272 0
CP007273 0
CP007274 0
CP007320 0
CP007321 0
CP007322 0
CP007358 0
CP007359 0
CP007420 0
CP007421 0
CP007422 0
CP007463 0
CP007466 0
CP007467 0
CP007468 0
CP007469 0
CP007483 0
CP007505 0
CP007507 0
CP007523 0
CP007528 0
CP007530 0
CP007531 0
CP007532 0
CP007533 0
CP007534 0
CP007540 0
CP007559 0
CP007581 0
CP007598 0
CP007639 0
CP007804 0
CP008928 0
CP009049 0
CP009083 0
CP009084 0
CP009085 0
CP009086 0
CP009087 0
CP009088 0
CP009089 0
CP009090 0
CP009091 0
CP009092 0
CP009093 0
CP009559 0
CP009561 0
CP009565 0
CP010279 0
CP010280 0
CP010281 0
CP010282 0
CP010283 0
CP010284 0
CP011259 0
FM200053 0
FN424405 0
FQ312003 0
FR877557 0
HF937208 0
HG326213 0
AE005674 1
AE014073 1
CP000034 1
CP000036 1
CP000038 1
CP000266 1
CP001063 1
CP001383 1
HE616528 1
AE014075 2
AM946981 2
AP009048 2
AP009240 2
AP009378 2
AP010953 2
AP010958 2
AP010960 2
AP012030 2
AP012306 2
BA000007 2
CP000243 2
CP000247 2
CP000468 2
CP000802 2
CP000819 2
CP000946 2
CP000948 2
CP000970 2
CP001164 2
CP001368 2
CP001396 2
CP001509 2
CP001637 2
CP001665 2
CP001671 2
CP001846 2
CP001855 2
CP001925 2
CP001969 2
CP002167 2
CP002185 2
CP002211 2
CP002212 2
CP002291 2
CP002516 2
CP002729 2
CP002797 2
CP002967 2
CP002970 2
CP003034 2
CP003109 2
CP003289 2
CP003297 2
CP003301 2
CP004009 2
CP005930 2
CP005998 2
CP006027 2
CP006262 2
CP006584 2
CP006784 2
CP007025 2
CP007133 2
CP007136 2
CP007265 2
CP007390 2
CP007392 2
CP007592 2
CP007799 2
CP008801 2
CP008805 2
CP008957 2
CP009166 2
CP009273 2
CP009644 2
CP009789 2
CP010315 2
CP010344 2
CP010371 2
CP010438 2
CP010439 2
CP010440 2
CP010441 2
CP010442 2
CP010443 2
CP010444 2
CP010445 2
CP010585 2
CP010816 2
CP011018 2
CP011134 2
CP011331 2
CU928145 2
CU928158 2
CU928160 2
CU928161 2
CU928162 2
CU928163 2
CU928164 2
FM180568 2
FN554766 2
FN649414 2
HF572917 2
HG428755 2
HG738867 2
HG941718 2
U00096 2
CP000822 3
CP007557 3
CP011132 3
FN543502 3
CP000653 4
CP001918 4
CP002886 4
CP003026 4
CP003678 4
CP003737 4
CP005991 4
CP006580 4
CP007546 4
CP008823 4
CP008897 4
CP008905 4
CP009756 4
CP010376 4
CP010377 4
CP010384 4
CP009451 5
CP009458 5
CP009459 5
AP006725 6
CP000647 6
CP000964 6
CP001891 6
CP002824 6
CP002910 6
CP003200 6
CP003218 6
CP003683 6
CP003785 6
CP003999 6
CP004887 6
CP006648 6
CP006656 6
CP006722 6
CP006738 6
CP006798 6
CP006918 6
CP006923 6
CP008700 6
CP008788 6
CP008797 6
CP008827 6
CP008841 6
CP008929 6
CP009114 6
CP009274 6
CP009461 6
CP009771 6
CP009775 6
CP010361 6
CP010392 6
CP010523 6
CP011077 6
CP011313 6
FO203355 6
FO834906 6
CP000783 7
CP003312 7
CP004091 7
CP006731 7
CP011047 7
FN543093 7
CP002124 8
FN392235 8
FN434113 8
AP012032 9
CP001875 9
CP002206 9
CP002433 9
CP003085 9
CP009454 9
HE617160 9
CP001135 10
CP001600 10
CP002154 10
CP004141 10
CP006664 10
FN667741 11
FN667742 11
FO704550 11
FO704551 11
FO818637 11
FO818638 11
BX950851 12
CP001657 12
CP001790 12
CP003415 12
CP003776 12
CP007744 12
CP009125 12
CP009678 12
CP001654 13
CP001655 13
CP001836 13
CP002038 13
CP006929 13
CP009460 13
CP002505 14
CP003244 14
CP003403 14
AP013063 15
CP000826 15
CP002295 15
CP002773 15
CP002774 15
CP002775 15
CP003424 15
CP003942 15
CP003959 15
CP006250 15
CP006252 15
CP006566 15
CP011303 15
HG326223 15
AE009952 16
AE017042 16
AL590842 16
AM286415 16
CP000305 16
CP000308 16
CP000668 16
CP000720 16
CP000901 16
CP000950 16
CP001048 16
CP001585 16
CP001589 16
CP001593 16
CP001608 16
CP002246 16
CP002956 16
CP007448 16
CP008943 16
CP009364 16
CP009367 16
CP009492 16
CP009539 16
CP009704 16
CP009712 16
CP009715 16
CP009723 16
CP009757 16
CP009759 16
CP009780 16
CP009781 16
CP009785 16
CP009786 16
CP009787 16
CP009792 16
CP009801 16
CP009836 16
CP009838 16
CP009840 16
CP009844 16
CP009846 16
CP009906 16
CP009935 16
CP009973 16
CP009991 16
CP009996 16
CP009997 16
CP010023 16
CP010067 16
CP010247 16
CP011078 16
HF571988 16
