#Position (bp)	Coverage
9931.0	487.42314082875987
29792.0	503.86506218216607
49653.0	551.4644781229546
69514.0	489.70595639695887
89375.0	155.14732390111274
109236.0	127.63591964150848
129097.0	122.65570716479533
148958.0	127.91792961079503
168819.0	128.44353255123104
188680.0	118.17194501787422
208541.0	116.55425205175973
228402.0	135.61628316801773
248263.0	114.5738885252505
268124.0	121.43497306278637
287985.0	117.94864306933185
307846.0	129.2222445999698
327707.0	105.30315694073813
347568.0	115.99627410502995
367429.0	109.51598610341875
387290.0	115.32833190675193
407151.0	116.7051004481144
427012.0	104.27249383213332
446873.0	119.12048738734202
466734.0	124.79613312522028
486595.0	95.15724283772217
506456.0	105.40123860832787
526317.0	103.44443885000756
546178.0	104.62242585972508
566039.0	128.01908262423845
585900.0	125.57363677559036
605761.0	108.82301998892301
625622.0	144.8499572025578
645483.0	115.93167514223856
665344.0	100.8021751170636
685205.0	106.55108000604199
705066.0	107.40999949650067
724927.0	132.00246714666935
744788.0	109.5454408136549
764649.0	107.55007300740144
784510.0	109.76813856301294
804371.0	123.20371582498363
824232.0	120.62096571169629
844093.0	124.22179145058155
863954.0	113.40778409949147
883815.0	111.8638537837974
903676.0	102.27143648356075
923537.0	103.02638336438245
943398.0	109.49911887618951
963259.0	99.63783293892553
983120.0	108.03871909772921
1002981.0	104.15130154574291
1022842.0	104.96999144051155
1042703.0	93.83500327274558
1062564.0	101.8737223704748
1082425.0	127.18161220482352
1102286.0	98.82830673178591
1122147.0	99.24943356326469
1142008.0	109.44041085544535
1161869.0	97.44665424701677
1181730.0	108.06872765721766
1201591.0	129.92019535773628
1221452.0	110.91541211419364
1241313.0	94.17652686168874
1261174.0	94.76617491566387
1281035.0	104.13342731987312
1300896.0	100.93268214087911
1320757.0	97.55319470318715
1340618.0	100.36488595740396
1360479.0	86.97588238255878
1380340.0	87.48859574039575
1400201.0	97.98278032324656
1420062.0	100.29882684658375
1439923.0	106.74271184733901
1459784.0	101.19304163939378
1479645.0	96.42943457026333
1499506.0	104.50042797442224
1519367.0	138.92538140073512
1539228.0	105.99244751019586
1559089.0	96.89194904586878
1578950.0	109.77946729771915
1598811.0	101.92059815719249
1618672.0	92.85353204773173
1638533.0	92.95483611097124
1658394.0	90.54146316902472
1678255.0	86.34298373697196
1698116.0	88.1607673329641
1717977.0	90.54584361311112
1737838.0	76.89778963798399
1757699.0	95.51523085443834
1777560.0	98.14254065757011
1797421.0	80.61411812094053
1817282.0	96.62046221237601
1837143.0	103.68586677407986
1857004.0	83.69895775640703
1876865.0	93.43658426061126
1896726.0	95.35612506923115
1916587.0	87.30582548713559
1936448.0	86.72357887316852
1956309.0	80.760938522733
1976170.0	86.92845274658879
1996031.0	107.39358541865968
2015892.0	96.18226675393989
2035753.0	99.84220331302552
2055614.0	101.75197623483209
2075475.0	85.18820804591914
2095336.0	84.08957252907709
2115197.0	84.66109460752227
2135058.0	98.51981269825286
2154919.0	83.05483107597804
2174780.0	87.38935602436936
2194641.0	83.85750969236192
2214502.0	84.01893157444238
