#Position (bp)	mapping quality
9931.0	45.38106157698541
29792.0	197.9567255345717
49653.0	242.57027112012122
69514.0	137.0612261915166
89375.0	238.47840562397184
109236.0	228.88412084212203
129097.0	241.06921654389353
148958.0	239.9835982205624
168819.0	242.89058598982288
188680.0	240.75614323397443
208541.0	242.5914819057888
228402.0	200.55169288744094
248263.0	239.65700190547173
268124.0	241.0450332114337
287985.0	241.02783599948432
307846.0	235.9276293667248
327707.0	241.16273346510945
347568.0	240.32846572752345
367429.0	240.88110553230499
387290.0	241.09616002542637
407151.0	239.80364557267848
427012.0	242.08725728600703
446873.0	225.4653329963159
466734.0	242.9198523668429
486595.0	241.45037721213302
506456.0	239.81736851608935
526317.0	241.66254630057776
546178.0	242.26131980946204
566039.0	198.26806319705088
585900.0	218.45563504353217
605761.0	233.46972471630946
625622.0	180.85385376095158
645483.0	243.59982002320066
665344.0	241.8217700815971
685205.0	241.99612420500603
705066.0	239.06545397441488
724927.0	214.29880447846645
744788.0	242.88178971007713
764649.0	242.69033619031745
784510.0	242.5322486760959
804371.0	243.05130266303058
824232.0	240.76555661441787
844093.0	209.91811262219977
863954.0	214.40251785657205
883815.0	234.50248455256448
903676.0	236.90777481239044
923537.0	240.91610281853204
943398.0	237.48721653219985
963259.0	241.5683041193952
983120.0	237.17882127379755
1002981.0	239.10810621358257
1022842.0	239.16114713626044
1042703.0	240.79270380762125
1062564.0	238.61096794664596
1082425.0	163.53376823172553
1102286.0	240.99157185878138
1122147.0	241.5184946375114
1142008.0	240.51598273092148
1161869.0	240.6252172690954
1181730.0	241.62066724345902
1201591.0	210.63469807331964
1221452.0	241.86770021757772
1241313.0	243.2401306644426
1261174.0	234.03358497803842
1281035.0	235.08282781982734
1300896.0	241.44801917965663
1320757.0	237.45968524452078
1340618.0	241.2568479045545
1360479.0	240.34268519440462
1380340.0	238.6880308653663
1400201.0	241.8226415133122
1420062.0	225.61656647599062
1439923.0	230.74806852963914
1459784.0	239.83672862157584
1479645.0	241.66302576513496
1499506.0	239.60014415921498
1519367.0	181.2496766269317
1539228.0	236.91169417742302
1559089.0	242.09723696729998
1578950.0	235.0828480092463
1598811.0	238.47977492843012
1618672.0	239.52797039742669
1638533.0	242.14609983013537
1658394.0	242.91379701531048
1678255.0	242.37353880029715
1698116.0	240.95134386202776
1717977.0	241.22988037241197
1737838.0	241.81362394394694
1757699.0	240.0393199256943
1777560.0	236.67449462833386
1797421.0	240.62542526062145
1817282.0	241.44029715801997
1837143.0	243.0310206598828
1857004.0	243.277068237941
1876865.0	240.2224315422817
1896726.0	241.18752943710967
1916587.0	242.54424010413032
1936448.0	239.54379107962822
1956309.0	242.64944423074166
1976170.0	240.77541549714275
1996031.0	233.37056200256546
2015892.0	239.3402011018303
2035753.0	240.47910352472005
2055614.0	240.52800638924518
2075475.0	241.9929996814276
2095336.0	243.0844528750622
2115197.0	241.970962036428
2135058.0	239.97153475593115
2154919.0	238.3809167580046
2174780.0	240.51019566269503
2194641.0	240.9450481358684
2214502.0	236.34709893929406
2234363.0	240.20608125723626
2254224.0	242.6355154088099
2274085.0	240.24649054040086
2293946.0	238.82827475554748
2313807.0	242.68626373335076
2333668.0	243.07352489454897
2353529.0	218.47852158349397
2373390.0	229.30085031134485
2393251.0	241.79300011377435
2413112.0	229.80084596908924
2432973.0	237.27327038128712
2452834.0	240.40910818245024
2472695.0	235.16331710512227
2492556.0	241.910169781182
2512417.0	239.624376261694
2532278.0	236.42214131448966
2552139.0	241.87439152873392
2572000.0	240.94362090301482
2591861.0	242.96577523605902
2611722.0	242.56698865236024
2631583.0	240.86483225631568
2651444.0	236.97389545533264
2671305.0	241.0666703982336
2691166.0	242.5676065186061
2711027.0	243.25603930791323
2730888.0	240.0725504890623
2750749.0	228.34497088458292
2770610.0	241.78277639017332
2790471.0	240.44679609357087
2810332.0	238.82178401925157
2830193.0	170.2791269898325
2850054.0	242.3924633524637
2869915.0	242.0767722230404
2889776.0	243.55453125019832
2909637.0	211.86330489286118
2929498.0	241.99256237078995
2949359.0	241.85465397396806
2969220.0	240.4716403614105
2989081.0	242.6268000863721
3008942.0	242.8002764376682
3028803.0	238.95344721101102
3048664.0	243.1621430652119
3068525.0	243.06603621598026
3088386.0	197.19574713602623
3108247.0	210.13949298958772
3128108.0	212.9296687424675
3147969.0	183.80471330738393
3167830.0	193.56536343376803
3187691.0	194.09684714273627
3207552.0	217.05984268947205
3227413.0	224.26525946479487
3247274.0	182.6845727369727
3267135.0	178.7607297760187
3286996.0	235.3624063124078
3306857.0	243.02800184577347
3326718.0	241.5508044531072
3346579.0	243.5538855893589
3366440.0	183.1292032963723
3386301.0	242.2087817820232
3406162.0	240.11991524500192
3426023.0	228.19122353454634
3445884.0	239.81981953039866
3465745.0	243.2841102015534
3485606.0	242.96132954607526
3505467.0	239.18787933923517
3525328.0	234.87761302200138
3545189.0	243.51044592197047
3565050.0	243.47896299528085
3584911.0	242.3233316848246
3604772.0	241.94131928695845
3624633.0	243.0394368587245
3644494.0	243.5955307309016
3664355.0	243.25550881877214
3684216.0	225.51494679992507
3704077.0	242.05221089621296
3723938.0	241.77738629372308
3743799.0	222.91648213966508
3763660.0	226.65526414063805
3783521.0	240.1184639363178
3803382.0	243.55182439194527
3823243.0	242.40502027860944
3843104.0	186.68222265767795
3862965.0	243.02359097993218
3882826.0	242.84987469874412
3902687.0	242.1516941314561
3922548.0	240.3209432524747
3942409.0	237.16264600380805
3962270.0	242.0719898332064
3982131.0	240.72642388482612
4001992.0	239.11791495335663
4021853.0	242.81354883136012
4041714.0	241.33161551999956
4061575.0	241.8508889223641
4081436.0	218.80874765348977
4101297.0	240.2553303283667
4121158.0	234.30699230898654
4141019.0	243.64419131710378
4160880.0	242.69019657927964
4180741.0	243.04269045680837
4200602.0	243.11291118462043
4220463.0	195.1217051109001
4240324.0	175.88190481174578
4260185.0	239.0300032328862
4280046.0	243.1568693081002
4299907.0	241.5056824242278
4319768.0	243.53024794103024
4339629.0	238.69163348918846
4359490.0	239.08903615792687
4379351.0	241.0514715137891
4399212.0	242.60702418557545
4419073.0	225.53450799478287
4438934.0	238.04414119297468
4458795.0	230.96196411978167
4478656.0	178.5264115097663
4498517.0	243.01352167447553
4518378.0	241.67192798596108
4538239.0	241.13645573122207
4558100.0	242.8644728296168
4577961.0	240.60060574129793
4597822.0	241.10690363811966
4617683.0	241.51164919659954
4637544.0	241.50051095989164
4657405.0	242.20408002271938
4677266.0	241.91026774362774
4697127.0	243.17603345661288
4716988.0	241.32923507390052
4736849.0	236.06059814748411
4756710.0	231.86854669563076
4776571.0	241.59590546764608
4796432.0	243.34892919109004
4816293.0	243.2910632950039
4836154.0	242.82185756796548
4856015.0	215.93239225732523
4875876.0	235.03093169678903
4895737.0	243.60595613197415
4915598.0	242.90580681864358
4935459.0	223.02733354102116
4955320.0	235.06208989470358
4975181.0	207.51446926118408
4995042.0	240.9405114688012
5014903.0	240.62650542768688
5034764.0	239.92719533890426
5054625.0	243.29113527081915
5074486.0	241.24522317382926
5094347.0	208.39442874444893
5114208.0	241.96849231432068
5134069.0	240.23603828200586
5153930.0	241.59909006586687
5173791.0	242.56448338888666
5193652.0	242.5253933637783
5213513.0	240.07720060312818
5233374.0	235.6885100545483
5253235.0	242.8861668509781
5273096.0	242.4756530132607
5292957.0	242.602404228657
5312818.0	156.78609254776504
5332679.0	237.27969876968234
5352540.0	242.30814675175262
5372401.0	240.6237179927757
5392262.0	234.87477549222734
5412123.0	215.14702343893669
5431984.0	241.16879298058373
5451845.0	239.36678128391407
5471706.0	168.63170187973827
5491567.0	58.99852171805515
5511428.0	85.87752629498365
5531289.0	72.63027147753048
5551150.0	243.47494660911278
5571011.0	238.45693183959665
5590872.0	230.42768448154263
5610733.0	242.02167670300022
5630594.0	242.6759065730463
5650455.0	240.35711676329967
5670316.0	159.43350171323607
5690177.0	242.6958349114169
5710038.0	242.76127284156456
5729899.0	235.8349740774739
5749760.0	240.2999428099855
5769621.0	216.80757406077774
5789482.0	210.38354870593403
5809343.0	241.71429962102738
5829204.0	242.3393631458253
5849065.0	236.9339759288188
5868926.0	240.65897153010766
5888787.0	239.96209608169738
5908648.0	242.2791535121573
5928509.0	241.0000291059653
5948370.0	241.06689110795162
5968231.0	242.93752588005665
5988092.0	223.171654690829
6007953.0	240.97812003125
6027814.0	242.6327473290192
6047675.0	239.75056900885548
6067536.0	239.70777269472995
6087397.0	240.2063855906323
6107258.0	242.9494414318914
6127119.0	237.5513453772989
6146980.0	240.81725021124942
6166841.0	241.35420393158037
6186702.0	242.27888666431124
6206563.0	240.93460299766946
6226424.0	202.61837343092824
6246285.0	235.12952599108593
6266146.0	242.35471671820196
6286007.0	241.8375999931547
6305868.0	239.10537472735365
